Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
18/9/2021;22:00;0,32;0,28;1;9;8;6,79;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;21:00;0,31;0,27;1;10;9;7;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;20:00;0,33;0,27;2;17;14;7,08;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;19:00;0,35;0,27;2;15;12;7,17;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;18:00;0,33;0,26;2;15;13;7,38;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;17:00;0,26;0,27;4;17;11;7,5;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;16:00;0,23;0,28;4;17;11;7,67;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;15:00;0,19;0,3;2;10;7;7,63;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;14:00;0,19;0,32;1;6;4;7,75;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;13:00;0,3;0,33;2;10;7;7,71;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;12:00;0,31;0,33;2;11;8;7,96;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;11:00;0,33;0,33;4;18;12;8,54;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;10:00;0,33;0,33;3;17;12;9,21;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;9:00;0,34;0,33;2;15;12;9,46;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;8:00;0,34;0,33;3;14;10;9,54;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;7:00;0,33;0,33;1;9;8;9,67;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;6:00;0,35;0,33;0;9;9;9,67;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;5:00;0,32;0,34;0;7;6;9,96;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;4:00;0,32;0,33;0;2;2;10,13;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;3:00;0,32;0,33;0;3;3;10,17;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;2:00;0,32;0,3;0;3;3;10,46;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;1:00;0,34;0,28;1;6;5;11,08;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;24:00:00;0,36;0,25;0;8;7;11,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;23:00;0,38;0,23;1;9;8;11,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;22:00;0,36;0,2;1;11;10;11,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;21:00;0,32;0,16;1;13;12;11,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;20:00;0,28;0,12;3;22;18;11,71;Muy bueno / Oso ona;11,13;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
17/9/2021;19:00;0,21;0,11;4;26;20;11,96;Muy bueno / Oso ona;11,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
17/9/2021;18:00;0,15;0,11;4;25;19;11,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;17:00;0,15;0,13;4;26;20;11,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;16:00;0,14;0,16;3;21;17;11,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;15:00;0,09;0,2;2;13;11;11,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;14:00;0,08;0,23;2;12;9;11,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;13:00;;0,27;2;13;10;12,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;12:00;0,09;0,3;13;48;29;12,21;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;11:00;0,17;0,33;20;59;29;11,83;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;10:00;0,33;0,35;27;74;32;11,17;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;9:00;0,38;0,35;19;57;28;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;8:00;0,41;0,35;13;51;30;10,96;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;7:00;0,35;0,34;4;32;26;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;6:00;0,35;0,33;2;27;24;11,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;5:00;0,32;0,33;1;14;13;10,92;Muy bueno / Oso ona;10;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;4:00;0,31;0,34;0;5;5;10,79;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;3:00;0,32;0,34;0;7;7;10,71;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;2:00;0,34;0,35;1;16;15;10,63;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
17/9/2021;1:00;0,36;0,35;0;18;17;10,25;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;24:00:00;0,34;0,34;0;16;15;9,88;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;23:00;0,33;0,34;1;17;16;9,88;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;22:00;0,35;0,33;0;22;22;9,75;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;21:00;0,36;0,33;1;22;20;9,5;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;20:00;0,36;0,32;2;21;18;9,38;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;19:00;0,35;0,31;3;21;16;9,21;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;18:00;0,33;0,31;2;18;15;9,13;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;17:00;0,35;0,31;5;29;22;9,21;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;16:00;0,32;0,31;5;25;17;9,42;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;15:00;0,26;0,32;3;16;11;9,5;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;14:00;0,32;0,33;7;29;20;9,42;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;13:00;0,33;0,34;7;37;27;8,83;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;12:00;0,28;0,34;4;23;18;8,67;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;11:00;0,29;0,35;5;24;17;8,83;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;10:00;0,33;0,35;5;27;18;8,92;Muy bueno / Oso ona;6;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;9:00;0,3;0,35;9;37;23;8,75;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;8:00;0,38;0,35;6;40;31;8,75;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;7:00;0,38;0,34;4;41;35;9,08;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;6:00;0,41;0,34;3;28;23;9,5;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;5:00;0,35;0,33;2;14;12;9,75;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;4:00;0,34;0,34;1;6;5;9,92;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;3:00;0,33;0,35;0;2;2;10,13;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;2:00;0,32;0,35;1;6;5;10,13;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/9/2021;1:00;0,33;0,33;1;8;6;9,96;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;24:00:00;0,32;0,32;1;6;5;9,96;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;23:00;0,32;0,3;0;6;6;9,96;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;22:00;0,36;0,28;3;13;9;9,92;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;21:00;0,38;0,24;4;21;15;10,17;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;20:00;0,41;0,2;2;20;18;10,29;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;19:00;0,36;0,16;2;20;17;10,21;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;18:00;0,25;0,16;3;23;19;10,21;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;17:00;0,21;0,17;4;27;21;10,04;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;16:00;0,2;0,19;4;27;21;10;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;15:00;0,16;0,22;3;19;15;10,17;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;14:00;0,11;0,25;2;9;6;10,33;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;13:00;0,08;0,29;2;10;8;10,5;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;12:00;0,06;0,32;2;13;10;10,42;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;11:00;0,2;0,35;5;18;10;10,17;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;10:00;0,3;0,35;4;14;8;9,92;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;9:00;0,32;0,35;7;27;16;9,83;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;8:00;0,37;0,35;13;51;31;9,75;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;7:00;0,45;0,34;31;93;45;9,5;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
15/9/2021;6:00;0,41;0,32;19;72;43;9,21;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
15/9/2021;5:00;0,34;0,31;4;23;17;9,17;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;4:00;0,29;0,3;0;10;10;9,29;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;3:00;0,31;0,31;0;11;10;9,38;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;2:00;0,31;0,31;1;9;8;9,46;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/9/2021;1:00;0,3;0,31;0;4;4;9,63;Muy bueno / Oso ona;6,09;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;24:00:00;0,32;0,32;1;3;2;9,71;Muy bueno / Oso ona;6,19;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;23:00;0,3;0,32;2;7;5;10;Muy bueno / Oso ona;6,4;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;22:00;0,31;0,33;2;8;6;10,67;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;21:00;0,31;0,34;1;9;8;11;Muy bueno / Oso ona;6,61;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;20:00;0,28;0,34;2;15;11;11,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;19:00;0,35;0,34;1;17;16;11,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;18:00;0,36;0,34;2;19;16;12,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;17:00;0,32;0,33;3;22;18;12,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;16:00;0,31;0,33;4;23;17;12,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;15:00;0,38;0,33;5;34;26;12,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;14:00;0,38;0,32;5;26;18;12,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;13:00;0,34;0,31;1;12;10;13,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;12:00;0,31;0,31;2;14;11;13,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;11:00;0,32;0,31;2;19;16;14,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;10:00;0,31;0,31;2;16;13;15,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;9:00;0,29;0,31;2;12;9;15,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;8:00;0,34;0,31;4;26;20;16,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;7:00;0,32;0,3;3;24;20;16,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;6:00;0,32;0,31;3;23;19;16,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;5:00;0,28;0,32;0;8;7;16,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;4:00;0,29;0,33;0;8;8;16,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;3:00;0,31;0,33;0;10;10;16,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;2:00;0,31;0,32;0;10;10;16,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/9/2021;1:00;0,29;0,31;0;3;3;17,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/9/2021;24:00:00;0,31;0,3;0;5;4;17,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/9/2021;23:00;0,35;0,29;1;11;10;17,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/9/2021;22:00;0,38;0,26;1;18;18;17,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/9/2021;21:00;0,35;0,23;3;21;16;17,46;Muy bueno / Oso ona;13,06;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;20:00;0,38;0,23;1;14;14;17,17;Muy bueno / Oso ona;12,58;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;19:00;0,28;0,24;1;14;13;16,88;Muy bueno / Oso ona;12;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;18:00;0,23;0,27;1;9;8;16,42;Muy bueno / Oso ona;11,62;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;17:00;0,22;0,29;1;18;17;16,08;Muy bueno / Oso ona;11,59;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;16:00;0,22;0,35;2;16;13;15,79;Muy bueno / Oso ona;11,61;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;15:00;0,18;0,41;1;14;13;15,58;Muy bueno / Oso ona;11,67;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;14:00;0,12;0,49;1;12;10;15,33;Muy bueno / Oso ona;11,38;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;13:00;0,21;0,55;2;13;10;15;Muy bueno / Oso ona;11,42;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;12:00;0,41;0,59;4;23;16;14,67;Muy bueno / Oso ona;11,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;11:00;0,47;0,6;8;42;30;14,38;Muy bueno / Oso ona;12;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;10:00;0,43;0,61;12;56;38;14,42;Muy bueno / Oso ona;12,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;9:00;0,41;0,64;24;83;46;14,21;Muy bueno / Oso ona;12,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;8:00;0,78;0,63;58;152;63;13,71;Muy bueno / Oso ona;12,25;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;7:00;0,74;0,61;43;119;53;13,21;Muy bueno / Oso ona;12,38;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;6:00;0,66;0,58;16;68;44;13,13;Muy bueno / Oso ona;12,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;5:00;0,66;0,54;3;36;32;13,04;Muy bueno / Oso ona;12,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;4:00;0,58;0,5;1;18;17;12,96;Muy bueno / Oso ona;12,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;3:00;0,53;0,45;1;19;18;12,96;Muy bueno / Oso ona;12,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;2:00;0,63;0,39;2;30;27;12,5;Muy bueno / Oso ona;11,63;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
13/9/2021;1:00;0,59;0,32;3;31;27;11,83;Muy bueno / Oso ona;11,38;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
12/9/2021;24:00:00;0,55;0,24;1;19;18;11,58;Muy bueno / Oso ona;11,33;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
12/9/2021;23:00;0,5;0,22;0;20;20;11,42;Muy bueno / Oso ona;11,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
12/9/2021;22:00;0,38;0,16;1;25;24;11,21;Muy bueno / Oso ona;11;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
12/9/2021;21:00;0,4;0,12;2;39;36;10,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;20:00;0,23;0,09;6;45;37;10,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;19:00;0,19;0,07;3;28;23;10,63;Muy bueno / Oso ona;11;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
12/9/2021;18:00;0,1;;1;12;10;10,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;17:00;0,12;;1;8;6;10,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;16:00;0,02;;1;8;7;10,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;15:00;0,06;;0;6;6;10,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;14:00;0,05;;1;7;6;10,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;13:00;;;1;7;6;10,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;12:00;;0,42;2;12;9;10,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;11:00;0,12;0,43;3;14;9;10,29;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;10:00;0,21;0,44;7;26;14;10,21;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;9:00;0,3;0,48;4;15;9;10,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;8:00;0,52;0,51;4;17;10;10,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;7:00;0,49;0,51;3;16;11;10,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;6:00;0,51;0,51;2;18;15;10,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;5:00;0,5;0,51;1;13;12;10,58;Muy bueno / Oso ona;10;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/9/2021;4:00;0,51;0,48;1;10;8;10,54;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
